\\Yearly Intertie Schedule and Flow Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Created at 2021-01-31 08:02:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\For 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MANITOBA,MANITOBA,MANITOBA,MANITOBA SK,MANITOBA SK,MANITOBA SK,MICHIGAN,MICHIGAN,MICHIGAN,MINNESOTA,MINNESOTA,MINNESOTA,NEW-YORK,NEW-YORK,NEW-YORK,PQ.AT,PQ.AT,PQ.AT,PQ.B5D.B31L,PQ.B5D.B31L,PQ.B5D.B31L,PQ.D4Z,PQ.D4Z,PQ.D4Z,PQ.D5A,PQ.D5A,PQ.D5A,PQ.H4Z,PQ.H4Z,PQ.H4Z,PQ.H9A,PQ.H9A,PQ.H9A,PQ.P33C,PQ.P33C,PQ.P33C,PQ.Q4C,PQ.Q4C,PQ.Q4C,PQ.X2Y,PQ.X2Y,PQ.X2Y,Total,Total,net_flow
Date,Hour,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,net_flow
19/08/2020,22,190,164,-23,0,0,3,0,800,576,80,49,-30,0,487,757,1154,21,-1115,0,0,-14,0,0,0,0,0,0,0,26,26,0,0,0,0,0,-1,0,0,0,0,0,0,1424,1547,179
19/08/2020,23,0,23,8,0,0,3,0,759,598,123,43,-79,0,660,841,709,21,-670,0,0,0,0,0,0,0,0,0,0,26,23,0,0,0,0,0,1,0,0,0,0,0,0,832,1532,725
19/08/2020,24,127,62,-83,0,0,3,0,696,599,0,0,-9,0,710,834,9,21,-8,0,0,0,0,0,0,0,0,0,0,26,21,0,0,0,0,0,1,0,0,0,0,0,0,136,1515,1358
20/08/2020,1,190,0,-180,0,0,2,0,693,639,9,49,35,0,860,964,9,21,0,0,0,0,0,0,0,0,0,0,0,26,28,0,0,0,0,0,1,0,0,0,0,0,0,208,1649,1489
20/08/2020,2,190,96,-105,0,0,2,0,800,777,129,49,-72,0,965,981,9,21,0,0,0,0,0,0,0,0,0,0,0,26,21,0,0,0,0,0,1,0,0,0,0,0,0,328,1957,1605
20/08/2020,3,190,96,-98,0,0,2,0,800,848,119,49,-69,0,1065,1017,9,34,37,0,0,0,0,0,0,0,0,0,0,26,13,0,0,0,0,0,1,0,0,0,0,0,0,318,2070,1751
20/08/2020,4,190,96,-100,0,0,2,0,800,876,129,49,-78,0,1110,1041,9,91,80,0,0,0,0,0,0,0,0,0,0,26,20,0,0,0,0,0,1,0,0,0,0,0,0,328,2172,1842
20/08/2020,5,190,42,-161,0,0,2,0,667,887,50,49,-1,0,1193,980,9,21,38,0,0,0,0,0,0,0,0,0,0,26,22,0,0,0,0,0,1,0,0,0,0,0,0,249,1998,1768
20/08/2020,6,130,0,-178,0,0,2,0,320,646,0,47,44,0,940,686,9,21,38,0,0,0,0,0,0,0,0,0,0,26,28,0,0,0,0,0,1,0,0,0,0,0,0,139,1354,1267
20/08/2020,7,50,0,-63,0,0,2,0,450,543,0,0,-3,0,745,655,9,34,37,0,0,0,0,0,0,0,0,0,0,26,36,0,0,0,0,0,1,0,0,0,0,0,0,59,1255,1208
20/08/2020,8,50,15,-23,0,0,2,0,425,536,0,0,0,0,1005,766,9,34,37,0,0,0,0,0,0,0,0,0,0,26,34,0,0,0,0,0,1,0,0,0,0,0,0,59,1505,1353
20/08/2020,9,118,68,-32,0,0,3,0,450,475,129,49,-74,0,715,643,9,21,37,0,0,0,0,0,0,0,0,0,0,26,34,0,0,0,0,0,1,0,0,0,0,0,0,256,1329,1087
20/08/2020,10,190,68,-114,0,0,3,0,450,557,50,49,-3,0,665,779,9,21,37,0,0,0,0,0,0,0,0,0,0,26,34,0,0,0,0,0,1,0,0,0,0,0,0,249,1279,1294
20/08/2020,11,83,81,-9,0,0,3,0,450,504,109,29,-78,0,572,597,48,21,-34,0,0,0,0,0,0,0,0,0,0,26,34,0,0,0,0,0,1,0,0,0,0,0,0,240,1179,1018
20/08/2020,12,88,110,32,0,0,3,0,450,481,115,35,-74,0,375,354,9,21,26,0,0,0,0,0,0,0,0,0,0,26,33,0,0,0,0,0,1,0,0,0,0,0,0,212,1017,856
20/08/2020,13,83,122,44,0,0,3,0,450,401,115,51,-68,0,445,629,320,21,-304,0,0,0,0,0,0,0,0,0,0,26,36,0,0,0,0,0,1,0,0,0,0,0,0,518,1115,742
20/08/2020,14,65,0,-47,0,0,3,0,450,513,50,49,2,0,570,557,702,21,-672,0,0,0,0,0,0,0,0,0,0,26,34,0,0,0,0,0,5,0,0,0,0,0,0,817,1116,395
20/08/2020,15,54,54,13,0,0,3,0,450,533,115,59,-53,0,839,759,1062,21,-1030,0,0,-2,0,0,-1,0,0,0,0,26,31,0,0,0,0,0,9,0,0,0,0,0,0,1231,1449,262
20/08/2020,16,36,73,44,0,0,3,0,450,500,119,39,-78,0,860,807,1229,21,-1193,0,0,-3,0,0,-2,0,0,0,0,26,35,0,0,0,182,0,-170,0,0,0,0,0,0,1566,1469,-57
20/08/2020,17,124,142,32,0,0,3,0,450,448,70,40,-30,0,859,836,1229,21,-1196,265,0,-257,54,0,-49,0,0,0,0,26,30,0,0,0,182,0,-176,0,0,0,0,0,0,1924,1538,-359
20/08/2020,18,164,137,51,0,0,3,0,400,396,65,49,-16,0,836,751,1229,21,-1197,265,0,-265,54,0,-49,0,0,0,0,26,27,0,0,0,182,0,-175,0,0,0,0,0,0,1959,1469,-474
20/08/2020,19,190,109,-48,0,0,3,0,450,429,80,54,-28,0,945,931,1229,21,-1197,317,0,-328,54,0,-49,0,0,0,0,26,29,0,0,0,182,0,-175,0,0,0,0,0,0,2052,1605,-433
20/08/2020,20,152,106,-56,0,0,3,0,450,347,65,57,-13,0,687,890,1229,21,-1195,261,0,-264,0,0,0,0,0,0,0,26,26,0,0,0,182,0,-175,0,0,0,0,0,0,1889,1347,-437
20/08/2020,21,178,164,-29,0,0,3,0,450,401,80,49,-35,0,620,627,1229,21,-1191,100,0,-110,0,0,0,0,0,0,0,26,27,0,0,0,156,0,-150,0,0,0,0,0,0,1743,1330,-457
20/08/2020,22,190,164,-41,0,0,3,0,745,531,15,49,31,0,620,796,1092,21,-1048,0,0,-1,0,0,0,0,0,0,0,26,26,0,0,0,0,0,-1,0,0,0,0,0,0,1297,1625,296
20/08/2020,23,197,137,-65,0,0,3,0,604,468,26,54,25,0,570,683,201,21,-196,0,0,0,0,0,0,0,0,0,0,26,18,0,0,0,0,0,1,0,0,0,0,0,0,424,1412,937
20/08/2020,24,190,164,-52,0,0,3,0,800,679,104,49,-55,0,857,952,9,21,-5,0,0,0,0,0,0,0,0,0,0,26,16,0,0,0,0,0,1,0,0,0,0,0,0,303,1917,1539
21/08/2020,1,187,164,-82,0,0,2,0,775,759,117,49,-69,0,922,944,9,21,0,0,0,0,0,0,0,0,0,0,0,26,19,0,0,0,0,0,1,0,0,0,0,0,0,313,1957,1574
21/08/2020,2,190,158,-36,0,0,2,0,800,812,99,49,-56,0,970,915,9,25,3,0,0,0,0,0,0,0,0,0,0,26,19,0,0,0,0,0,1,0,0,0,0,0,0,298,2028,1660
21/08/2020,3,190,127,-54,0,0,2,0,800,989,129,49,-78,0,1250,936,9,109,116,0,0,0,0,0,0,0,0,0,0,26,16,0,0,0,0,0,1,0,0,0,0,0,0,328,2361,1928
21/08/2020,4,190,147,-54,0,0,2,0,750,1040,129,49,-77,0,1105,720,9,536,508,0,0,0,0,0,0,0,0,0,0,26,14,0,0,0,0,0,1,0,0,0,0,0,0,328,2613,2154
21/08/2020,5,190,107,-67,0,0,2,0,800,984,129,49,-76,0,1171,946,9,21,-3,0,0,0,0,0,0,0,0,0,0,26,14,0,0,0,0,0,1,0,0,0,0,0,0,328,2174,1801
21/08/2020,6,190,12,-157,0,0,2,0,780,799,129,49,-74,0,825,792,388,21,-358,0,0,0,0,0,0,0,0,0,0,26,19,0,0,0,0,0,1,0,0,0,0,0,0,707,1713,1024
21/08/2020,7,120,0,-129,0,0,2,0,404,373,0,0,-8,0,420,423,14,21,-11,0,0,0,0,0,0,0,0,0,0,26,20,0,0,0,0,0,1,0,0,0,0,0,0,134,871,671
21/08/2020,8,0,0,-7,0,0,3,0,495,430,0,24,4,0,370,442,117,21,-106,0,0,0,0,0,0,0,0,0,0,26,16,0,0,0,0,0,1,0,0,0,0,0,0,117,936,783
21/08/2020,9,146,96,-41,0,0,3,0,763,588,0,49,47,0,355,451,686,21,-659,0,0,0,0,0,0,0,0,0,0,26,28,0,0,0,0,0,4,0,0,0,0,0,0,832,1310,421
21/08/2020,10,119,0,-80,0,0,3,0,800,561,0,39,38,0,330,467,1196,21,-1159,0,0,0,0,0,0,0,0,0,0,26,27,0,0,0,0,0,4,0,0,0,0,0,0,1315,1216,-139
21/08/2020,11,77,96,7,0,0,3,0,800,587,50,69,16,0,330,494,1229,21,-1195,0,0,0,0,0,0,0,0,0,0,26,29,0,0,0,154,0,-149,0,0,0,0,0,0,1510,1342,-208
21/08/2020,12,50,96,40,0,0,4,0,800,660,98,49,-48,0,355,485,1229,21,-1195,303,0,-304,0,0,0,0,0,0,0,26,32,0,0,0,185,0,-186,0,0,0,0,0,0,1865,1347,-512
21/08/2020,13,147,137,-7,0,0,4,0,800,836,50,49,4,0,360,288,1229,21,-1199,208,0,-209,0,0,0,0,0,0,0,26,28,0,0,0,185,0,-186,0,0,0,0,0,0,1819,1393,-441
21/08/2020,14,126,96,-19,0,0,4,0,800,745,50,49,1,0,280,357,1229,21,-1197,389,0,-375,0,0,0,0,0,0,0,26,30,0,0,0,185,0,-186,0,0,0,0,0,0,1979,1272,-640
21/08/2020,15,73,54,-27,0,0,4,0,800,774,80,67,-12,0,410,388,1229,21,-1195,389,0,-379,54,0,-49,0,0,0,0,26,27,0,0,0,185,0,-186,0,0,0,0,0,0,2010,1378,-655
21/08/2020,16,94,102,12,0,0,4,0,800,841,145,77,-64,0,480,358,1229,21,-1195,389,0,-379,54,0,-49,0,0,0,0,26,23,0,0,0,185,0,-185,0,0,0,0,0,0,2096,1506,-634
21/08/2020,17,50,102,41,0,0,5,0,800,759,40,33,-8,312,568,267,1229,21,-1196,389,0,-379,54,0,-49,0,0,0,0,26,24,0,0,0,185,0,-186,0,0,0,0,0,0,2259,1550,-722
21/08/2020,18,0,0,12,0,0,5,0,740,697,0,8,7,400,565,176,1229,21,-1200,389,0,-378,54,0,-49,0,0,0,0,26,21,0,0,0,185,0,-185,0,0,0,0,0,0,2257,1360,-894
21/08/2020,19,28,87,55,0,0,5,0,800,668,0,25,24,291,415,265,1229,21,-1197,389,0,-378,54,0,-49,0,0,0,0,26,23,0,0,0,185,0,-185,0,0,0,0,0,0,2176,1374,-769
21/08/2020,20,99,19,-68,0,0,5,0,725,645,0,49,47,0,500,442,1229,21,-1198,389,0,-379,54,0,-49,0,0,0,0,26,23,0,0,0,185,0,-184,0,0,0,0,0,0,1956,1340,-716
21/08/2020,21,163,62,-104,0,0,5,0,796,898,0,49,51,0,515,430,1229,21,-1196,375,0,-379,0,0,0,0,0,0,0,26,23,0,0,0,156,0,-157,0,0,0,0,0,0,1923,1469,-429
21/08/2020,22,182,96,-98,0,0,5,0,790,893,0,49,44,0,605,461,1229,21,-1196,389,0,-378,0,0,0,0,0,0,0,26,19,0,0,0,156,0,-137,0,0,0,0,0,0,1956,1587,-387
21/08/2020,23,168,96,-81,0,0,4,0,638,777,0,49,44,0,610,517,1229,21,-1193,0,0,-21,0,0,0,0,0,0,0,26,25,0,0,0,0,0,1,0,0,0,0,0,0,1397,1440,73
21/08/2020,24,121,0,-129,0,0,4,0,614,787,26,49,20,0,538,403,1106,21,-1058,0,0,0,0,0,0,0,0,0,0,26,22,0,0,0,0,0,1,0,0,0,0,0,0,1253,1248,50
22/08/2020,1,190,0,-169,0,0,3,0,426,668,11,49,41,0,538,249,164,21,-157,0,0,0,0,0,0,0,0,0,0,26,23,0,0,0,0,0,1,0,0,0,0,0,0,365,1060,659
22/08/2020,2,160,0,-163,0,0,3,0,600,872,0,49,48,0,705,378,116,21,-92,0,0,0,0,0,0,0,0,0,0,26,25,0,0,0,0,0,1,0,0,0,0,0,0,276,1401,1072
22/08/2020,3,113,0,-120,0,0,3,0,679,862,0,0,-4,0,885,573,9,21,-1,0,0,0,0,0,0,0,0,0,0,26,24,0,0,0,0,0,1,0,0,0,0,0,0,122,1611,1338
22/08/2020,4,125,0,-113,0,0,3,0,685,795,0,0,0,0,940,646,9,21,0,0,0,0,0,0,0,0,0,0,0,26,31,0,0,0,0,0,1,0,0,0,0,0,0,134,1672,1363
22/08/2020,5,106,0,-98,0,0,3,0,664,930,20,0,-14,0,970,678,9,21,0,0,0,0,0,0,0,0,0,0,0,26,24,0,0,0,0,0,1,0,0,0,0,0,0,135,1681,1524
22/08/2020,6,190,0,-167,0,0,3,0,679,883,0,49,50,0,662,422,9,21,0,0,0,0,0,0,0,0,0,0,0,26,23,0,0,0,0,0,1,0,0,0,0,0,0,199,1437,1215
22/08/2020,7,33,0,-38,0,0,3,0,629,526,0,0,-3,0,350,503,18,21,0,0,0,0,0,0,0,0,0,0,0,26,24,0,0,0,0,0,1,0,0,0,0,0,0,51,1026,1016
22/08/2020,8,69,0,-50,0,0,4,0,638,533,0,0,4,0,315,338,168,21,-155,0,0,0,0,0,0,0,0,0,0,26,27,0,0,0,0,0,1,0,0,0,0,0,0,237,1000,702
22/08/2020,9,54,0,-35,0,0,4,0,726,596,0,0,4,0,415,453,591,21,-561,0,0,0,0,0,0,0,0,0,0,26,29,0,0,0,0,0,1,0,0,0,0,0,0,645,1188,491
22/08/2020,10,16,0,-31,0,0,4,0,800,639,0,0,1,0,475,619,968,21,-941,0,0,1,0,0,0,0,0,0,0,26,28,0,0,0,0,0,7,0,0,0,0,0,0,984,1322,327
22/08/2020,11,182,96,-84,0,0,5,0,800,700,60,109,46,0,475,515,1229,21,-1187,0,0,1,0,0,0,0,0,0,0,26,30,0,0,0,0,0,7,0,0,0,0,0,0,1471,1527,33
22/08/2020,12,122,84,-40,0,0,5,0,800,786,60,70,12,0,666,589,1229,21,-1193,389,0,-356,0,0,1,0,0,0,0,26,32,0,0,0,185,0,-183,0,0,0,0,0,0,1985,1667,-347
22/08/2020,13,183,102,-65,0,0,5,0,800,667,60,101,38,0,580,627,1229,21,-1196,389,0,-372,54,0,-45,0,0,0,0,26,27,0,0,0,185,0,-184,0,0,0,0,0,0,2100,1630,-498
22/08/2020,14,149,102,-47,0,0,5,0,800,562,60,85,24,0,480,666,1229,21,-1196,389,0,-372,54,0,-49,0,0,0,0,26,28,0,0,0,185,0,-184,0,0,0,0,0,0,2066,1514,-563
22/08/2020,15,160,102,-40,0,0,5,0,800,612,50,85,30,0,550,660,1229,21,-1195,389,0,-372,54,0,-49,0,0,0,0,26,25,0,0,0,185,0,-184,0,0,0,0,0,0,2067,1584,-508
22/08/2020,16,54,54,-9,0,0,5,0,800,687,60,89,28,0,583,625,1229,21,-1194,389,0,-372,54,0,-49,0,0,0,0,26,26,0,0,0,185,0,-184,0,0,0,0,0,0,1971,1573,-437
22/08/2020,17,190,102,-64,0,0,5,0,800,633,0,74,74,106,556,475,1229,21,-1196,389,0,-372,54,0,-49,0,0,0,0,26,28,0,0,0,185,0,-179,0,0,0,0,0,0,2153,1579,-645
22/08/2020,18,143,102,-42,0,0,5,0,705,756,0,85,86,141,415,179,1229,21,-1197,389,0,-372,54,0,-49,0,0,0,0,26,27,0,0,0,185,0,-182,0,0,0,0,0,0,2141,1354,-789
22/08/2020,19,51,96,46,0,0,5,0,672,791,50,74,22,0,405,278,1229,21,-1197,389,0,-371,54,0,-49,0,0,0,0,26,23,0,0,0,185,0,-183,0,0,0,0,0,0,1958,1294,-635
22/08/2020,20,190,137,-39,0,0,5,0,752,922,30,70,41,0,805,524,1229,21,-1197,389,0,-372,54,0,-49,0,0,0,0,26,22,0,0,0,185,0,-184,0,0,0,0,0,0,2077,1811,-327
22/08/2020,21,190,109,-74,0,0,5,0,800,883,0,49,47,0,770,608,1229,21,-1196,389,0,-371,0,0,-1,0,0,0,0,26,21,0,0,0,185,0,-177,0,0,0,0,0,0,1993,1775,-255
22/08/2020,22,190,108,-97,0,0,4,0,800,750,0,105,103,0,593,573,1229,21,-1195,168,0,-176,0,0,0,0,0,0,0,26,22,0,0,0,0,0,1,0,0,0,0,0,0,1587,1653,-15
22/08/2020,23,190,108,-89,0,0,3,0,762,627,0,87,81,0,505,668,1229,21,-1195,0,0,-6,0,0,0,0,0,0,0,26,23,0,0,0,0,0,1,0,0,0,0,0,0,1419,1509,113
22/08/2020,24,190,108,-81,0,0,3,0,800,584,0,0,-3,0,660,904,1229,21,-1193,389,0,-366,0,0,0,0,0,0,0,26,21,0,0,0,0,0,1,0,0,0,0,0,0,1808,1615,-130
23/08/2020,1,190,108,-74,0,0,3,0,535,637,30,0,-32,0,676,570,1188,21,-1145,0,0,-19,0,0,0,0,0,0,0,26,24,0,0,0,0,0,1,0,0,0,0,0,0,1408,1366,-35
23/08/2020,2,90,54,-54,0,0,2,0,458,734,0,0,-5,0,775,514,586,21,-567,0,0,0,0,0,0,0,0,0,0,26,23,0,0,0,0,0,1,0,0,0,0,0,0,676,1334,648
23/08/2020,3,74,0,-64,0,0,2,0,537,772,0,21,15,0,825,543,23,21,-15,0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,0,1,0,0,0,0,0,0,97,1430,1280
23/08/2020,4,59,0,-45,0,0,2,0,800,956,0,1,1,0,1091,924,9,21,0,0,0,0,0,0,0,0,0,0,0,26,25,0,0,0,0,0,1,0,0,0,0,0,0,68,1939,1864
23/08/2020,5,190,111,-68,0,0,2,0,800,822,63,39,5,0,1300,1218,9,21,0,0,0,0,0,0,0,0,0,0,0,26,24,0,0,0,0,0,1,0,0,0,0,0,0,262,2297,2004
23/08/2020,6,147,0,-142,0,0,2,0,800,764,0,99,99,0,1300,1305,9,21,0,0,0,0,0,0,0,0,0,0,0,26,25,0,0,0,0,0,1,0,0,0,0,0,0,156,2246,2054
23/08/2020,7,190,12,-170,0,0,3,0,671,642,0,49,50,0,945,965,9,21,-6,0,0,0,0,0,0,0,0,0,0,26,23,0,0,0,0,0,1,0,0,0,0,0,0,199,1724,1508
23/08/2020,8,168,0,-149,0,0,3,0,746,746,4,49,43,0,825,735,121,21,-109,0,0,0,0,0,0,0,0,0,0,26,25,0,0,0,0,0,2,0,0,0,0,0,0,293,1667,1296
23/08/2020,9,100,0,-105,0,0,3,0,788,894,33,49,16,0,755,639,619,21,-579,0,0,0,0,0,0,0,0,0,0,26,27,0,0,0,0,0,-1,0,0,0,0,0,0,752,1639,894
23/08/2020,10,100,0,-104,0,0,4,0,800,786,0,107,98,0,805,854,747,21,-731,0,0,-2,0,0,0,0,0,0,0,26,23,0,0,0,160,0,-151,0,0,0,0,0,0,1007,1759,777
23/08/2020,11,30,0,-39,0,0,4,0,800,696,0,60,59,0,680,743,1229,21,-1189,0,0,-2,0,0,0,0,0,0,0,26,23,0,0,0,0,0,-6,0,0,0,0,0,0,1259,1587,289
23/08/2020,12,99,0,-105,0,0,4,0,800,583,0,125,122,0,520,673,1229,21,-1192,59,0,-64,0,0,0,0,0,0,0,26,28,0,0,0,185,0,-181,0,0,0,0,0,0,1572,1492,-132
23/08/2020,13,22,0,-33,0,0,4,0,800,614,0,76,73,0,675,857,1229,21,-1199,389,0,-373,0,0,0,0,0,0,0,26,22,0,0,0,185,0,-182,0,0,0,0,0,0,1825,1598,-217
23/08/2020,14,45,68,28,0,0,4,0,800,667,0,75,79,0,779,873,1229,21,-1199,389,0,-389,0,0,0,0,0,0,0,26,26,0,0,0,185,0,-182,0,0,0,0,0,0,1848,1769,-93
23/08/2020,15,190,137,-31,0,0,4,0,800,502,0,52,54,0,390,670,1229,21,-1200,389,0,-390,54,0,-48,0,0,0,0,26,22,0,0,0,185,0,-183,0,0,0,0,0,0,2047,1426,-600
23/08/2020,16,124,54,-83,0,0,4,0,576,510,0,112,114,0,242,305,1229,21,-1189,389,0,-390,54,0,-49,0,0,0,0,26,22,0,0,0,185,0,-182,0,0,0,0,0,0,1981,1031,-938
23/08/2020,17,0,0,-5,0,0,4,181,241,159,0,70,69,4,0,-130,1220,605,-626,389,0,-390,54,0,-49,0,0,0,0,17,21,0,0,0,185,0,-183,0,0,0,0,0,0,2033,933,-1130
23/08/2020,18,93,24,-51,0,0,4,481,471,113,0,76,74,538,101,-505,809,194,-614,389,0,-389,54,0,-49,0,0,0,0,26,23,0,0,0,185,0,-182,0,0,0,0,0,0,2549,892,-1576
23/08/2020,19,82,0,-68,0,0,4,358,436,286,0,75,69,432,257,-356,1220,605,-614,389,0,-389,54,0,-49,0,0,0,0,17,18,0,0,0,185,0,-182,0,0,0,0,0,0,2720,1390,-1281
23/08/2020,20,49,0,-57,0,0,4,143,351,521,0,91,86,195,330,-142,1220,605,-614,389,0,-389,54,0,-48,0,0,0,0,17,23,0,0,0,185,0,-182,0,0,0,0,0,0,2235,1394,-798
23/08/2020,21,91,10,-65,0,0,4,0,421,731,0,26,25,0,485,161,1229,614,-614,389,0,-388,54,0,-48,0,0,0,0,26,24,0,0,0,156,0,-182,0,0,0,0,0,0,1919,1582,-352
23/08/2020,22,93,0,-85,0,0,3,0,681,624,0,21,20,0,470,541,1210,595,-612,389,0,-388,54,0,-48,0,0,0,0,26,26,0,0,0,156,0,-177,0,0,0,0,0,0,1902,1793,-96
23/08/2020,23,88,0,-105,0,0,3,0,781,642,0,30,24,0,485,663,1229,614,-621,389,0,-390,54,0,-48,0,0,0,0,26,25,0,0,0,156,0,-151,0,0,0,0,0,0,1916,1936,42
23/08/2020,24,190,96,-104,0,0,3,0,800,590,21,49,31,0,635,927,1062,24,-988,0,0,-20,0,0,-11,0,0,0,0,26,23,0,0,0,156,0,-145,0,0,0,0,0,0,1429,1630,306
24/08/2020,1,134,0,-136,0,0,2,0,430,483,31,49,24,0,700,643,367,21,-357,0,0,0,0,0,0,0,0,0,0,26,19,0,0,0,0,0,1,0,0,0,0,0,0,532,1226,679
24/08/2020,2,190,96,-90,0,0,2,0,627,538,26,49,22,0,800,821,9,21,37,0,0,0,0,0,0,0,0,0,0,26,19,0,0,0,0,0,1,0,0,0,0,0,0,225,1619,1350
24/08/2020,3,190,95,-82,0,0,2,0,800,766,130,74,-46,0,1283,1265,9,21,41,0,0,0,0,0,0,0,0,0,0,26,22,0,0,0,0,0,1,0,0,0,0,0,0,329,2299,1969
24/08/2020,4,108,54,-65,0,0,2,0,662,693,129,49,-80,0,1300,1254,9,21,27,0,0,1,0,0,0,0,0,0,0,26,24,0,0,0,0,0,1,0,0,0,0,0,0,246,2112,1857
24/08/2020,5,190,96,-78,0,0,2,0,733,767,129,49,-74,0,1161,1123,456,21,-419,0,0,1,0,0,0,0,0,0,0,26,31,0,0,0,0,0,1,0,0,0,0,0,0,775,2086,1354
24/08/2020,6,162,0,-161,0,0,2,0,659,746,8,29,19,0,858,849,9,21,-24,231,0,-217,0,0,0,0,0,0,0,26,32,0,0,0,0,0,1,0,0,0,0,0,0,410,1593,1247
24/08/2020,7,190,0,-179,0,0,2,0,685,661,1,39,39,0,655,768,867,21,-830,0,0,-7,0,0,0,0,0,0,0,26,33,0,0,0,0,0,-1,0,0,0,0,0,0,1058,1426,486
24/08/2020,8,85,0,-95,0,0,3,0,638,465,0,0,-4,0,555,665,1229,21,-1191,0,0,-1,0,0,0,0,0,0,0,26,32,0,0,0,0,0,-5,0,0,0,0,0,0,1314,1240,-131
24/08/2020,9,84,0,-70,0,0,3,0,800,567,0,0,0,0,480,571,1229,21,-1199,389,0,-243,0,0,-1,0,0,0,0,26,29,0,0,0,139,0,-140,0,0,0,0,0,0,1841,1327,-483
24/08/2020,10,62,0,-68,0,0,3,0,763,562,0,0,1,0,585,715,1229,21,-1198,389,0,-386,54,0,-49,0,0,0,0,26,31,0,0,0,139,0,-140,0,0,0,0,0,0,1873,1395,-529
24/08/2020,11,167,32,-129,0,0,3,0,698,490,0,16,15,0,430,610,1229,21,-1197,389,0,-386,54,0,-49,0,0,0,0,26,4,0,0,0,139,0,-140,0,0,0,0,0,0,1978,1223,-779
24/08/2020,12,53,0,-57,0,0,3,0,592,645,0,10,6,0,530,467,1229,21,-1198,389,0,-388,54,0,-49,0,0,0,0,26,-2,0,0,0,139,0,-140,0,0,0,0,0,0,1864,1179,-713
24/08/2020,13,53,0,-54,0,0,3,25,546,624,0,10,13,149,460,306,1251,21,-1216,389,0,-388,54,0,-49,0,0,0,0,26,-2,0,0,0,139,0,-139,0,0,0,0,0,0,2060,1063,-902
24/08/2020,14,190,90,-86,0,0,3,0,783,864,0,15,17,37,485,444,1229,21,-1197,389,0,-388,54,0,-49,0,0,0,0,26,-2,0,0,0,139,0,-139,0,0,0,0,0,0,2038,1420,-533
24/08/2020,15,112,50,-72,0,0,3,0,795,974,0,15,13,0,735,555,1229,21,-1198,389,0,-388,54,0,-49,0,0,0,0,26,21,0,0,0,139,0,-139,0,0,0,0,0,0,1923,1642,-280
24/08/2020,16,50,0,-42,0,0,3,0,800,958,47,15,-31,50,965,610,1251,21,-1219,389,0,-386,54,0,-49,0,0,0,0,26,32,0,0,0,139,0,-139,0,0,0,0,0,0,1980,1827,-263
24/08/2020,17,118,50,-68,0,0,3,0,751,869,0,15,14,88,689,369,1251,21,-1219,389,0,-386,54,0,-49,0,0,0,0,26,34,0,0,0,139,0,-139,0,0,0,0,0,0,2039,1552,-572
24/08/2020,18,100,36,-67,0,0,3,221,786,716,0,31,34,360,515,-13,1229,21,-1198,389,0,-386,54,0,-49,0,0,0,0,26,28,0,0,0,141,0,-139,0,0,0,0,0,0,2494,1415,-1071
24/08/2020,19,100,0,-85,0,0,3,152,584,612,7,31,23,330,680,157,1229,21,-1198,389,0,-385,54,0,-49,0,0,0,0,26,27,0,0,0,141,0,-139,0,0,0,0,0,0,2402,1342,-1034
24/08/2020,20,100,52,-63,0,0,3,0,580,590,1,31,27,93,623,478,1230,21,-1198,389,0,-385,54,0,-48,0,0,0,0,26,27,0,0,0,141,0,-138,0,0,0,0,0,0,2008,1333,-707
24/08/2020,21,101,0,-101,0,0,3,0,787,880,49,0,-50,0,745,621,1229,21,-1198,389,0,-384,54,0,-48,0,0,0,0,26,27,0,0,0,112,0,-112,0,0,0,0,0,0,1934,1579,-362
24/08/2020,22,149,49,-102,0,0,3,0,694,990,1,46,9,0,845,580,1229,21,-1198,389,0,-386,54,0,-49,0,0,0,0,26,24,0,0,0,112,0,-103,0,0,0,0,0,0,1934,1681,-232
24/08/2020,23,149,1,-134,0,0,3,0,524,747,1,5,1,0,725,509,1229,21,-1196,0,0,-17,0,0,-1,0,0,0,0,26,26,0,0,0,0,0,1,0,0,0,0,0,0,1379,1302,-61
24/08/2020,24,190,49,-154,0,0,2,0,703,687,16,6,-12,0,735,741,1169,21,-1129,0,0,0,0,0,0,0,0,0,0,26,23,0,0,0,0,0,1,0,0,0,0,0,0,1375,1540,159
25/08/2020,1,156,0,-160,0,0,2,0,463,589,49,54,-2,0,865,704,841,21,-817,0,0,0,0,0,0,0,0,0,0,26,27,0,0,0,0,0,1,0,0,0,0,0,0,1046,1429,344
